# fylite/ids-table/1
# dd_version 4.1.1
# ids pf_active
# columns path kind ndim units coordinates same_as alternatives
coil/element/geometry/arcs_of_circle/curvature_radii	F	1	m	coil(i1)/element(i2)/geometry/arcs_of_circle/r		
coil/element/geometry/annulus	S	0				
coil/element/geometry/annulus/r	F	0	m			
coil/element/geometry/annulus/z	F	0	m			
coil/element/geometry/annulus/radius_inner	F	0	m			
coil/element/geometry/annulus/radius_outer	F	0	m			
coil/element/geometry/thick_line	S	0				
coil/element/geometry/thick_line/first_point	S	0				
coil/element/geometry/thick_line/first_point/r	F	0	m			
coil/element/geometry/thick_line/first_point/z	F	0	m			
coil/element/geometry/thick_line/second_point	S	0				
coil/element/geometry/thick_line/second_point/r	F	0	m			
coil/element/geometry/thick_line/second_point/z	F	0	m			
coil/element/geometry/thick_line/thickness	F	0	m			
coil/geometry	S	0				
coil/geometry/geometry_type	I	0				
coil/geometry/outline	S	0				
coil/geometry/outline/r	F	1	m	1...N		
coil/geometry/outline/z	F	1	m	coil(i1)/geometry/outline/r		
coil/geometry/rectangle	S	0				
coil/geometry/rectangle/r	F	0	m			
coil/geometry/rectangle/z	F	0	m			
coil/geometry/rectangle/width	F	0	m			
coil/geometry/rectangle/height	F	0	m			
coil/geometry/oblique	S	0				
coil/geometry/oblique/r	F	0	m			
coil/geometry/oblique/z	F	0	m			
coil/geometry/oblique/length_alpha	F	0	m			
coil/geometry/oblique/length_beta	F	0	m			
coil/geometry/oblique/alpha	F	0	rad			
coil/geometry/oblique/beta	F	0	rad			
coil/geometry/arcs_of_circle	S	0				
coil/geometry/arcs_of_circle/r	F	1	m	1...N		
coil/geometry/arcs_of_circle/z	F	1	m	coil(i1)/geometry/arcs_of_circle/r		
coil/geometry/arcs_of_circle/curvature_radii	F	1	m	coil(i1)/geometry/arcs_of_circle/r		
coil/geometry/annulus	S	0				
coil/geometry/annulus/r	F	0	m			
coil/geometry/annulus/z	F	0	m			
coil/geometry/annulus/radius_inner	F	0	m			
coil/geometry/annulus/radius_outer	F	0	m			
coil/geometry/thick_line	S	0				
coil/geometry/thick_line/first_point	S	0				
coil/geometry/thick_line/first_point/r	F	0	m			
coil/geometry/thick_line/first_point/z	F	0	m			
coil/geometry/thick_line/second_point	S	0				
coil/geometry/thick_line/second_point/r	F	0	m			
coil/geometry/thick_line/second_point/z	F	0	m			
coil/geometry/thick_line/thickness	F	0	m			
coil/current	S	0	A			
coil/current/data	F	1	A	coil(i1)/current/time		
coil/current/time	F	1	s	1...N		
coil/voltage	S	0	V			
coil/voltage/data	F	1	V	coil(i1)/voltage/time		
coil/voltage/time	F	1	s	1...N		
coil/force_radial	S	0	N			
coil/force_radial/data	F	1	N	coil(i1)/force_radial/time		
coil/force_radial/time	F	1	s	1...N		
coil/force_vertical	S	0	N			
coil/force_vertical/data	F	1	N	coil(i1)/force_vertical/time		
coil/force_vertical/time	F	1	s	1...N		
coil/force_radial_crushing	S	0	N			
coil/force_radial_crushing/data	F	1	N	coil(i1)/force_radial_crushing/time		
coil/force_radial_crushing/time	F	1	s	1...N		
coil/force_vertical_crushing	S	0	N			
coil/force_vertical_crushing/data	F	1	N	coil(i1)/force_vertical_crushing/time		
coil/force_vertical_crushing/time	F	1	s	1...N		
force_limits	S	0				
force_limits/combination_matrix	F	2	1	force_limits/limit_max|1...N		
force_limits/limit_max	F	1	N	1...N		
force_limits/limit_min	F	1	N	force_limits/limit_max		
force_limits/force	S	0	N			
force_limits/force/data	F	1	N	force_limits/force/time		
force_limits/force/time	F	1	s	1...N		
circuit	A	1		1...N		
circuit/name	T	0				
circuit/description	T	0				
circuit/type	T	0				
circuit/connections	I	2		1...N|1...N		
circuit/voltage	S	0	V			
circuit/voltage/data	F	1	V	circuit(i1)/voltage/time		
circuit/voltage/time	F	1	s	1...N		
circuit/current	S	0	A			
circuit/current/data	F	1	A	circuit(i1)/current/time		
circuit/current/time	F	1	s	1...N		
supply	A	1		1...N		
supply/name	T	0				
supply/description	T	0				
supply/type	I	0				
supply/resistance	F	0	ohm			
supply/delay	F	0	s			
supply/filter_numerator	F	1	mixed	1...N		
supply/filter_denominator	F	1	mixed	1...N		
supply/current_limit_max	F	0	A			
supply/current_limit_min	F	0	A			
supply/voltage_limit_max	F	0	V			
supply/voltage_limit_min	F	0	V			
supply/current_limiter_gain	F	0	V			
supply/energy_limit_max	F	0	J			
supply/nonlinear_model	T	0				
supply/voltage	S	0	V			
supply/voltage/data	F	1	V	supply(i1)/voltage/time		
supply/voltage/time	F	1	s	1...N		
supply/current	S	0	A			
supply/current/data	F	1	A	supply(i1)/current/time		
supply/current/time	F	1	s	1...N		
latency	F	0	s			
code	S	0				
code/name	T	0				
code/description	T	0				
code/commit	T	0				
code/version	T	0				
code/repository	T	0				
code/parameters	T	0				
code/output_flag	I	1		time		
code/library	A	1		1...N		
code/library/name	T	0				
code/library/description	T	0				
code/library/commit	T	0				
code/library/version	T	0				
code/library/repository	T	0				
code/library/parameters	T	0				
time	F	1	s	1...N		
