# fylite/ids-table/1
# dd_version 4.1.1
# ids gyrokinetics_local
# columns path kind ndim units coordinates same_as alternatives
non_linear/fluxes_1d/momentum_phi_parallel_a_field_parallel	F	1	1	species		
non_linear/fluxes_1d/momentum_phi_parallel_b_field_parallel	F	1	1	species		
non_linear/fluxes_1d/momentum_phi_perpendicular_phi_potential	F	1	1	species		
non_linear/fluxes_1d/momentum_phi_perpendicular_a_field_parallel	F	1	1	species		
non_linear/fluxes_1d/momentum_phi_perpendicular_b_field_parallel	F	1	1	species		
non_linear/fields_4d	S	0				
non_linear/fields_4d/phi_potential_perturbed_norm	C	4	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fields_4d/a_field_parallel_perturbed_norm	C	4	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fields_4d/b_field_parallel_perturbed_norm	C	4	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fields_intensity_3d	S	0				
non_linear/fields_intensity_3d/phi_potential_perturbed_norm	F	3	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fields_intensity_3d/a_field_parallel_perturbed_norm	F	3	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fields_intensity_3d/b_field_parallel_perturbed_norm	F	3	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fields_intensity_2d_surface_average	S	0				
non_linear/fields_intensity_2d_surface_average/phi_potential_perturbed_norm	F	2	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fields_intensity_2d_surface_average/a_field_parallel_perturbed_norm	F	2	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fields_intensity_2d_surface_average/b_field_parallel_perturbed_norm	F	2	1	non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fields_zonal_2d	S	0				
non_linear/fields_zonal_2d/phi_potential_perturbed_norm	C	2	1	non_linear/radial_wavevector_norm|non_linear/time_norm		
non_linear/fields_zonal_2d/a_field_parallel_perturbed_norm	C	2	1	non_linear/radial_wavevector_norm|non_linear/time_norm		
non_linear/fields_zonal_2d/b_field_parallel_perturbed_norm	C	2	1	non_linear/radial_wavevector_norm|non_linear/time_norm		
non_linear/fields_intensity_1d	S	0				
non_linear/fields_intensity_1d/phi_potential_perturbed_norm	F	1	1	non_linear/binormal_wavevector_norm		
non_linear/fields_intensity_1d/a_field_parallel_perturbed_norm	F	1	1	non_linear/binormal_wavevector_norm		
non_linear/fields_intensity_1d/b_field_parallel_perturbed_norm	F	1	1	non_linear/binormal_wavevector_norm		
non_linear/fluxes_5d_rotating_frame	S	0				
non_linear/fluxes_5d_rotating_frame/particles_phi_potential	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/particles_a_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/particles_b_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/energy_phi_potential	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/energy_a_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/energy_b_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/momentum_phi_parallel_phi_potential	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/momentum_phi_parallel_a_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/momentum_phi_parallel_b_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/momentum_phi_perpendicular_phi_potential	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_5d_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	5	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol|non_linear/time_norm		
non_linear/fluxes_4d_rotating_frame	S	0				
non_linear/fluxes_4d_rotating_frame/particles_phi_potential	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/particles_a_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/particles_b_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/energy_phi_potential	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/energy_a_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/energy_b_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/momentum_phi_parallel_phi_potential	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/momentum_phi_parallel_a_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/momentum_phi_parallel_b_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/momentum_phi_perpendicular_phi_potential	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_4d_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	4	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm|non_linear/angle_pol		
non_linear/fluxes_3d_rotating_frame	S	0				
non_linear/fluxes_3d_rotating_frame/particles_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/particles_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/particles_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/energy_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/energy_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/energy_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/momentum_phi_parallel_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/momentum_phi_parallel_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/momentum_phi_parallel_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/momentum_phi_perpendicular_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/radial_wavevector_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame	S	0				
non_linear/fluxes_3d_k_x_sum_rotating_frame/particles_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/particles_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/particles_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/energy_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/energy_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/energy_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/momentum_phi_parallel_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/momentum_phi_parallel_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/momentum_phi_parallel_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/momentum_phi_perpendicular_phi_potential	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_3d_k_x_sum_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	3	1	species|non_linear/binormal_wavevector_norm|non_linear/time_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame	S	0				
non_linear/fluxes_2d_k_x_sum_rotating_frame/particles_phi_potential	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/particles_a_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/particles_b_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/energy_phi_potential	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/energy_a_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/energy_b_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/momentum_phi_parallel_phi_potential	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/momentum_phi_parallel_a_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/momentum_phi_parallel_b_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/momentum_phi_perpendicular_phi_potential	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_sum_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	2	1	species|non_linear/binormal_wavevector_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame	S	0				
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/particles_phi_potential	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/particles_a_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/particles_b_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/energy_phi_potential	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/energy_a_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/energy_b_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/momentum_phi_parallel_phi_potential	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/momentum_phi_parallel_a_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/momentum_phi_parallel_b_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/momentum_phi_perpendicular_phi_potential	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_2d_k_x_k_y_sum_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	2	1	species|non_linear/time_norm		
non_linear/fluxes_1d_rotating_frame	S	0				
non_linear/fluxes_1d_rotating_frame/particles_phi_potential	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/particles_a_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/particles_b_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/energy_phi_potential	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/energy_a_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/energy_b_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/momentum_phi_parallel_phi_potential	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/momentum_phi_parallel_a_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/momentum_phi_parallel_b_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/momentum_phi_perpendicular_phi_potential	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/momentum_phi_perpendicular_a_field_parallel	F	1	1	species		
non_linear/fluxes_1d_rotating_frame/momentum_phi_perpendicular_b_field_parallel	F	1	1	species		
model	S	0				
model/include_a_field_parallel	I	0				
model/include_b_field_parallel	I	0				
model/use_mhd_approximation	I	0				
model/include_coriolis_drift	I	0				
model/include_centrifugal_effects	I	0				
model/collisions_pitch_only	I	0				
model/collisions_momentum_conservation	I	0				
model/collisions_energy_conservation	I	0				
model/collisions_finite_larmor_radius	I	0				
model/adiabatic_electrons	I	0				
species_all	S	0				
species_all/beta_reference	F	0	1			
species_all/velocity_phi_norm	F	0	1			
species_all/debye_length_norm	F	0	1			
species_all/shearing_rate_norm	F	0	1			
species_all/angle_pol_equilibrium	F	1	rad	1...N		
species	A	1		1...N		
species/charge_norm	F	0	1			
species/mass_norm	F	0	1			
species/density_norm	F	0	1			
species/density_log_gradient_norm	F	0	1			
species/temperature_norm	F	0	1			
species/temperature_log_gradient_norm	F	0	1			
species/velocity_phi_gradient_norm	F	0	1			
species/potential_energy_norm	F	1	1	species_all/angle_pol_equilibrium		
species/potential_energy_gradient_norm	F	1	1	species_all/angle_pol_equilibrium		
collisions	S	0				
collisions/collisionality_norm	F	2	1	species|species		
code	S	0				
code/name	T	0				
code/description	T	0				
code/commit	T	0				
code/version	T	0				
code/repository	T	0				
code/parameters	T	0				
code/library	A	1		1...N		
code/library/name	T	0				
code/library/description	T	0				
code/library/commit	T	0				
code/library/version	T	0				
code/library/repository	T	0				
code/library/parameters	T	0				
